Source,Target,Weight
diverticulosis,haemorrhage,114
diverticulosis,pain,114
diverticulosis,projectile vomiting,114
diverticulosis,pneumatouria,114
diverticulosis,cystic lesion,114
diverticulosis,anorexia,114
diverticulosis,nausea,114
effusion pericardial,mood depressed,114
Alzheimer's disease,distress respiratory,114
obesity morbid,guaiac positive,114
suicide attempt,unconscious state,114
suicide attempt,unresponsiveness,114
suicide attempt,withdraw,114
hypoglycemia,weepiness,114
colitis,thicken,114
colitis,fever,114
suicide attempt,irritable mood,114
suicide attempt,worry,114
suicide attempt,cough,114
suicide attempt,sleeplessness,114
suicide attempt,suicidal,114
suicide attempt,sensory discomfort,114
suicide attempt,drowsiness,114
suicide attempt,formication,114
suicide attempt,alcoholic withdrawal symptoms,114
suicide attempt,agitation,114
lymphoma,hallucinations visual,114
influenza,fatigue,114
suicide attempt,tremor,114
suicide attempt,fatigue,114
parkinson disease,headache,113
PneumocystisÂ cariniiÂ pneumonia,dyspnea on exertion,113
PneumocystisÂ cariniiÂ pneumonia,poor dentition,113
PneumocystisÂ cariniiÂ pneumonia,cachexia,113
sickle cell anemia,seizure,113
gastroenteritis,chill,113
PneumocystisÂ cariniiÂ pneumonia,hypokalemia,113
PneumocystisÂ cariniiÂ pneumonia,floppy,113
PneumocystisÂ cariniiÂ pneumonia,dyspareunia,113
PneumocystisÂ cariniiÂ pneumonia,chill,113
PneumocystisÂ cariniiÂ pneumonia,spontaneous rupture of membranes,113
glaucoma,food intolerance,113
PneumocystisÂ cariniiÂ pneumonia,diarrhea,113
malignant tumor of colon,decompensation,113
PneumocystisÂ cariniiÂ pneumonia,myalgia,113
PneumocystisÂ cariniiÂ pneumonia,neck stiffness,113
PneumocystisÂ cariniiÂ pneumonia,transaminitis,113
PneumocystisÂ cariniiÂ pneumonia,decreased body weight,113
PneumocystisÂ cariniiÂ pneumonia,yellow sputum,113
PneumocystisÂ cariniiÂ pneumonia,non-productive cough,113
PneumocystisÂ cariniiÂ pneumonia,headache,113
PneumocystisÂ cariniiÂ pneumonia,hacking cough,113
PneumocystisÂ cariniiÂ pneumonia,productive cough,113
diverticulosis,orthostasis,113
manic disorder,pustule,112
personality disorder,painful swallowing,112
diverticulosis,unable to concentrate,112
carcinoma breast,orthopnea,112
hepatitis B,wheelchair bound,111
hepatitis B,projectile vomiting,111
hepatitis B,pain abdominal,111
hypoglycemia,hematuria,111
primary carcinoma of the liver cells,lung nodule,111
suicide attempt,lesion,111
tricuspid valve insufficiency,dizziness,111
hepatitis B,poor feeding,111
hepatitis B,tachypnea,111
hepatitis B,abdominal tenderness,111
hepatitis,clonus,111
pyelonephritis,emphysematous change,111
encephalopathy,hemiplegia,111
carcinoma colon,pallor,111
hepatitis B,moan,111
hepatitis,pain,111
candidiasis,fatigability,111
hepatitis B,inappropriate affect,111
fibroid tumor,hypotension,110
respiratory failure,mass of body structure,110
PneumocystisÂ cariniiÂ pneumonia,shortness of breath,110
lymphoma,cushingoidÂ habitus,110
candidiasis,prostatism,109
tonic-clonic epilepsy,immobile,109
upper respiratory infection,vertigo,109
encephalopathy,hyperkalemia,109
hepatitis B,haemorrhage,109
incontinence,productive cough,109
carcinoma of lung,sinus rhythm,109
osteomyelitis,hunger,109
ketoacidosis diabetic,labored breathing,108
parkinson disease,stiffness,108
parkinson disease,syncope,108
pneumonia aspiration,exhaustion,108
gastritis,distended abdomen,108
encephalopathy,snuffle,108
hemorrhoids,difficulty,108
parkinson disease,facial paresis,108
parkinson disease,orthostasis,108
parkinson disease,worry,108
parkinson disease,drowsiness,108
parkinson disease,sleepy,108
parkinson disease,hematuria,108
parkinson disease,tremor,108
parkinson disease,hemiplegia,108
parkinson disease,agitation,108
parkinson disease,withdraw,108
parkinson disease,achalasia,108
melanoma,polydypsia,108
respiratory failure,uncoordination,108
parkinson disease,fall,108
parkinson disease,unresponsiveness,108
lymphoma,overweight,108
parkinson disease,night sweat,108
candidiasis,snuffle,108
parkinson disease,difficulty,108
emphysema pulmonary,aura,107
failure kidney,headache,107
malignant tumor of colon,pain abdominal,107
Alzheimer's disease,hypokinesia,107
gastroenteritis,patient non compliance,107
lymphoma,hoarseness,106
sickle cell anemia,food intolerance,106
oralÂ candidiasis,pain abdominal,106
personality disorder,hypoxemia,106
paroxysmalÂ dyspnea,decompensation,106
upper respiratory infection,fatigue,106
tonic-clonic epilepsy,patient non compliance,105
neoplasm metastasis,dullness,105
lymphoma,decreased body weight,105
kidney disease,intoxication,105
lymphoma,lesion,105
lymphoma,welt,105
lymphoma,fever,105
lymphoma,difficulty passing urine,105
lymphoma,haemoptysis,105
lymphoma,fatigue,105
lymphoma,tired,105
lymphoma,polydypsia,105
lymphoma,superimposition,105
pyelonephritis,bradycardia,105
lymphoma,tinnitus,105
lymphoma,transaminitis,105
obesity morbid,dysdiadochokinesia,105
lymphoma,ataxia,105
lymphoma,hydropneumothorax,105
ketoacidosis diabetic,passed stones,104
neuropathy,decreased body weight,104
parkinson disease,patient non compliance,104
malignant neoplasm of lung,vomiting,104
hyperglycemia,pruritus,104
hyperglycemia,feeling strange,104
gastroenteritis,pain,104
hyperglycemia,sore to touch,104
hyperglycemia,cushingoidÂ habitus,104
hyperglycemia,mood depressed,104
hyperglycemia,decreased body weight,104
hyperglycemia,seizure,104
carcinoma colon,polydypsia,104
carcinoma of lung,numbness,104
carcinoma colon,unable to concentrate,104
primary carcinoma of the liver cells,lesion,104
hyperglycemia,ascites,104
hyperglycemia,estrogen use,104
hyperglycemia,wheezing,104
tonic-clonic epilepsy,decompensation,104
hyperglycemia,pustule,104
hyperglycemia,cushingoid facies,104
emphysema pulmonary,cystic lesion,104
encephalopathy,absences finding,103
tonic-clonic seizures,lesion,103
encephalopathy,consciousness clear,103
encephalopathy,posturing,103
bronchitis,agitation,103
encephalopathy,hypokinesia,103
encephalopathy,thicken,103
emphysema pulmonary,rhonchus,103
encephalopathy,debilitation,103
respiratory failure,ascites,103
encephalopathy,drowsiness,103
encephalopathy,uncoordination,103
encephalopathy,sleepy,103
encephalopathy,haemorrhage,103
encephalopathy,asterixis,103
encephalopathy,aura,103
encephalopathy,tonic seizures,103
encephalopathy,unresponsiveness,103
tricuspid valve insufficiency,suicidal,102
tonic-clonic epilepsy,hypokinesia,102
malignantÂ neoplasms,dullness,102
hernia,inappropriate affect,102
carcinoma colon,side pain,102
fibroid tumor,pain,102
oralÂ candidiasis,paraparesis,102
hyperglycemia,burning sensation,102
pneumonia aspiration,decreased body weight,102
tricuspid valve insufficiency,fever,101
tricuspid valve insufficiency,pain abdominal,101
tricuspid valve insufficiency,bradycardia,101
tricuspid valve insufficiency,nausea,101
Alzheimer's disease,tremor,101
Alzheimer's disease,consciousness clear,101
tricuspid valve insufficiency,impaired cognition,101
Alzheimer's disease,bedridden,101
Alzheimer's disease,pin-point pupils,101
oralÂ candidiasis,cough,101
Alzheimer's disease,out of breath,101
personality disorder,hyponatremia,101
Alzheimer's disease,wheelchair bound,101
Alzheimer's disease,facial paresis,101
Alzheimer's disease,groggy,101
Alzheimer's disease,nightmare,101
Alzheimer's disease,agitation,101
melanoma,sore to touch,101
Alzheimer's disease,muscle twitch,101
Alzheimer's disease,tremor resting,101
Alzheimer's disease,frail,101
tricuspid valve insufficiency,pain,101
Alzheimer's disease,drool,101
tricuspid valve insufficiency,vomiting,101
Alzheimer's disease,cough,101
personality disorder,chill,101
malignant neoplasm of lung,pleuritic pain,101
tricuspid valve insufficiency,mediastinal shift,101
tricuspid valve insufficiency,cicatrisation,101
tonic-clonic epilepsy,feeling suicidal,101
Alzheimer's disease,rhonchus,101
gastritis,mass of body structure,100
personality disorder,polymyalgia,100
personality disorder,scar tissue,100
emphysema pulmonary,difficulty passing urine,100
PneumocystisÂ cariniiÂ pneumonia,tonic seizures,100
delirium,projectile vomiting,100
failure kidney,dyspnea,100
suicide attempt,abdominal tenderness,100
effusion pericardial,tremor,100
upper respiratory infection,photopsia,99
oralÂ candidiasis,drowsiness,99
candidiasis,adverse reaction,99
candidiasis,non-productive cough,99
candidiasis,chill,99
candidiasis,decreased body weight,99
candidiasis,headache,99
candidiasis,abdominal tenderness,99
candidiasis,painful swallowing,99
candidiasis,patient non compliance,99
oralÂ candidiasis,non-productive cough,99
oralÂ candidiasis,chill,99
oralÂ candidiasis,decreased body weight,99
candidiasis,abdominal bloating,99
oralÂ candidiasis,throat sore,99
oralÂ candidiasis,diarrhea,99
neuropathy,nausea and vomiting,99
neuropathy,numbness,99
fibroid tumor,pressure chest,99
neuropathy,awakening early,99
neuropathy,asthenia,99
oralÂ candidiasis,abdominal bloating,99
oralÂ candidiasis,abdominal tenderness,99
oralÂ candidiasis,headache,99
oralÂ candidiasis,poor dentition,99
oralÂ candidiasis,transaminitis,99
oralÂ candidiasis,painful swallowing,99
oralÂ candidiasis,photophobia,99
oralÂ candidiasis,patient non compliance,99
candidiasis,night sweat,99
candidiasis,photophobia,99
oralÂ candidiasis,adverse reaction,99
oralÂ candidiasis,adverse effect,99
candidiasis,diarrhea,99
candidiasis,throat sore,99
neuropathy,pain,99
neuropathy,slowing of urinary stream,99
neuropathy,tenesmus,99
manic disorder,sweating increased,99
neuropathy,superimposition,99
neuropathy,fatigability,99
melanoma,abnormally hard consistency,99
neuropathy,hydropneumothorax,99
candidiasis,poor dentition,99
candidiasis,transaminitis,99
candidiasis,adverse effect,99
tonic-clonic epilepsy,tachypnea,99
ketoacidosis diabetic,pain abdominal,98
primary carcinoma of the liver cells,throat sore,98
obesity morbid,heartburn,98
carcinoma prostate,pain,98
malignant tumor of colon,heartburn,98
tricuspid valve insufficiency,spasm,98
kidney disease,estrogen use,98
pneumonia aspiration,verbally abusive behavior,97
hyperglycemia,night sweat,97
respiratory failure,hematuria,97
gout,hemodynamically stable,97
endocarditis,non-productive cough,97
spasm bronchial,sore to touch,97
cirrhosis,swelling,97
ketoacidosis diabetic,extrapyramidal sign,97
melanoma,palpitation,97
fibroid tumor,fever,96
fibroid tumor,heartburn,96
fibroid tumor,para 2,96
kidney disease,bleeding of vagina,96
fibroid tumor,hypotonic,96
failure heart,estrogen use,96
fibroid tumor,abortion,96
fibroid tumor,primigravida,96
fibroid tumor,shortness of breath,96
hepatitis B,vomiting,96
fibroid tumor,haemorrhage,96
kidney disease,hyperkalemia,96
fibroid tumor,proteinemia,96
kidney disease,shortness of breath,96
malignantÂ neoplasms,pain,96
kidney disease,gravida 0,96
kidney disease,fever,96
kidney disease,pain chest,96
melanoma,hypotension,96
malignant tumor of colon,pain,96
personality disorder,jugular venous distention,96
fibroid tumor,muscle hypotonia,96
fibroid tumor,intermenstrual heavy bleeding,96
fibroid tumor,previous pregnancies 2,96
fibroid tumor,abnormally hard consistency,96
glaucoma,burning sensation,95
glaucoma,unconscious state,95
glaucoma,hyponatremia,95
glaucoma,lesion,95
colitis,abdominal tenderness,95
malignantÂ neoplasms,hepatosplenomegaly,95
neuropathy,sleepy,95
carcinoma colon,nonsmoker,95
glaucoma,fall,95
glaucoma,mass of body structure,95
glaucoma,distended abdomen,95
glaucoma,agitation,95
glaucoma,unsteady gait,95
spasm bronchial,pleuritic pain,95
glaucoma,paresthesia,95
carcinoma colon,nausea,94
carcinoma colon,diarrhea,94
carcinoma colon,general discomfort,94
personality disorder,cyanosis,94
carcinoma colon,bradycardia,94
carcinoma colon,shooting pain,94
carcinoma colon,dizzy spells,94
pneumonia aspiration,non-productive cough,94
carcinoma colon,vomiting,94
carcinoma colon,systolic ejection murmur,94
malignant tumor of colon,dizzy spells,94
malignant tumor of colon,urinary hesitation,94
malignant tumor of colon,general discomfort,94
malignant tumor of colon,diarrhea,94
personality disorder,flushing,94
malignant tumor of colon,prostatism,94
malignant tumor of colon,lesion,94
neoplasm metastasis,atypia,94
malignant tumor of colon,constipation,94
neoplasm metastasis,mass of body structure,94
malignant tumor of colon,nausea,94
carcinoma colon,pain abdominal,94
carcinoma colon,constipation,94
oralÂ candidiasis,polyuria,94
malignant tumor of colon,vomiting,94
malignant tumor of colon,bradycardia,94
neoplasm metastasis,metastatic lesion,94
neoplasm metastasis,lung nodule,94
neoplasm metastasis,pain,94
neoplasm metastasis,pain neck,94
neoplasm metastasis,food intolerance,94
malignant tumor of colon,shooting pain,94
fibroid tumor,decreased body weight,94
neoplasm metastasis,thicken,94
neoplasm metastasis,tumor cell invasion,94
malignant tumor of colon,systolic ejection murmur,94
malignant tumor of colon,hyperemesis,94
glaucoma,night sweat,94
malignant tumor of colon,polydypsia,94
carcinoma colon,lesion,94
carcinoma colon,hyperemesis,94
carcinoma colon,prostatism,94
carcinoma colon,urinary hesitation,94
ketoacidosis diabetic,urinary hesitation,93
ketoacidosis diabetic,regurgitates after swallowing,93
personality disorder,unconscious state,93
encephalopathy,sputum purulent,93
ketoacidosis diabetic,aura,93
ketoacidosis diabetic,polyuria,93
ketoacidosis diabetic,vision blurred,93
ketoacidosis diabetic,gurgle,93
ketoacidosis diabetic,milky,93
ketoacidosis diabetic,abdominal tenderness,93
ketoacidosis diabetic,nervousness,93
ketoacidosis diabetic,diarrhea,93
ketoacidosis diabetic,nausea,93
ketoacidosis diabetic,feeling strange,93
ketoacidosis diabetic,seizure,93
thrombocytopaenia,vertigo,93
ketoacidosis diabetic,vomiting,93
personality disorder,vomiting,93
ketoacidosis diabetic,hirsutism,93
tonic-clonic epilepsy,unresponsiveness,92
tonic-clonic epilepsy,headache,92
tonic-clonic epilepsy,myoclonus,92
tonic-clonic epilepsy,lip smacking,92
tonic-clonic seizures,tremor,92
tonic-clonic epilepsy,ambidexterity,92
tonic-clonic epilepsy,tumor cell invasion,92
tonic-clonic epilepsy,decreased body weight,92
tonic-clonic epilepsy,spasm,92
tonic-clonic epilepsy,absences finding,92
tonic-clonic seizures,drowsiness,92
tonic-clonic seizures,phonophobia,92
tonic-clonic epilepsy,muscle twitch,92
tonic-clonic epilepsy,tremor,92
tonic-clonic seizures,sleepy,92
tonic-clonic seizures,rolling of eyes,92
tonic-clonic seizures,hirsutism,92
tonic-clonic epilepsy,phonophobia,92
tonic-clonic epilepsy,rolling of eyes,92
tonic-clonic epilepsy,sleepy,92
tonic-clonic epilepsy,hirsutism,92
tonic-clonic epilepsy,moody,92
dependence,hyperemesis,92
tonic-clonic epilepsy,drowsiness,92
fibroid tumor,paralyse,92
upper respiratory infection,abdominal tenderness,92
tonic-clonic seizures,moody,92
tonic-clonic seizures,unresponsiveness,92
tonic-clonic seizures,muscle twitch,92
tonic-clonic seizures,headache,92
tonic-clonic seizures,ambidexterity,92
tonic-clonic seizures,lip smacking,92
tonic-clonic seizures,myoclonus,92
tonic-clonic seizures,absences finding,92
tonic-clonic seizures,spasm,92
tonic-clonic seizures,decreased body weight,92
tonic-clonic seizures,tumor cell invasion,92
neoplasm metastasis,welt,91
endocarditis,asthenia,91
primary carcinoma of the liver cells,dyspnea,91
oralÂ candidiasis,spasm,91
tricuspid valve insufficiency,lung nodule,91
neutropenia,hirsutism,91
parkinson disease,wheezing,91
neutropenia,apyrexial,91
ketoacidosis diabetic,headache,91
respiratory failure,hemiplegia,90
carcinoma colon,fatigue,90
malignantÂ neoplasms,heartburn,90
suicide attempt,debilitation,90
hepatitis B,abscess bacterial,90
malignantÂ neoplasms,hypotension,90
respiratory failure,hypokinesia,90
respiratory failure,hyperkalemia,90
respiratory failure,tachypnea,90
respiratory failure,dyspnea,90
respiratory failure,productive cough,90
respiratory failure,unresponsiveness,90
respiratory failure,snore,90
pneumonia aspiration,asthenia,90
malignantÂ neoplasms,food intolerance,90
malignantÂ neoplasms,distress respiratory,90
osteomyelitis,formication,90
malignantÂ neoplasms,chill,90
malignantÂ neoplasms,decreased translucency,90
malignantÂ neoplasms,pain abdominal,90
upper respiratory infection,hemiplegia,90
respiratory failure,shortness of breath,90
respiratory failure,consciousness clear,90
respiratory failure,bruit,90
respiratory failure,general unsteadiness,90
carcinoma of lung,mass of body structure,90
respiratory failure,redness,90
respiratory failure,lesion,90
tonic-clonic epilepsy,seizure,90
malignantÂ neoplasms,lesion,90
malignantÂ neoplasms,thicken,90
hepatitis B,disturbed family,90
malignantÂ neoplasms,night sweat,90
malignantÂ neoplasms,pulsusÂ paradoxus,90
malignantÂ neoplasms,gravida 10,90
malignantÂ neoplasms,mass of body structure,90
lymphoma,neck stiffness,89
hemorrhoids,hyponatremia,89
deglutition disorder,presence of q wave,89
primary carcinoma of the liver cells,labored breathing,89
endocarditis,rhonchus,89
fibroid tumor,ascites,89
hepatitis,thicken,89
neutropenia,withdraw,89
glaucoma,decreased body weight,89
deglutition disorder,cicatrisation,89
oralÂ candidiasis,breath sounds decreased,89
glaucoma,breech presentation,89
malignant neoplasm of lung,cardiomegaly,89
tonic-clonic epilepsy,vomiting,89
personality disorder,"hypothermia, natural",89
malignantÂ neoplasms,panic,89
oralÂ candidiasis,metastatic lesion,88
oralÂ candidiasis,hyperacusis,88
tonic-clonic seizures,enuresis,88
ketoacidosis diabetic,fremitus,88
primary carcinoma of the liver cells,patient non compliance,88
neoplasm metastasis,sore to touch,88
suicide attempt,cardiomegaly,88
melanoma,diarrhea,87
melanoma,vomiting,87
carcinoma colon,cushingoid facies,87
gastroenteritis,pain abdominal,87
personality disorder,erythema,87
respiratory failure,worry,87
melanoma,pruritus,87
melanoma,mass in breast,87
melanoma,syncope,87
fibroid tumor,formication,87
gastroenteritis,decreased body weight,87
gastroenteritis,sore to touch,87
hemorrhoids,prostatism,87
deglutition disorder,guaiac positive,87
respiratory failure,sleepy,87
melanoma,pain,87
melanoma,fever,87
melanoma,gravida 0,87
emphysema pulmonary,sleepy,87
candidiasis,paralyse,87
melanoma,mass of body structure,87
melanoma,paraparesis,87
gastroenteritis,myalgia,87
gastroenteritis,breath-holding spell,87
gastroenteritis,scleralÂ icterus,87
malignant neoplasm of lung,tired,87
manic disorder,decreased body weight,87
gastroenteritis,mass of body structure,87
gastroenteritis,retch,87
gastroenteritis,hyponatremia,87
gastroenteritis,nausea,87
pericardial effusion body substance,bowel sounds decreased,87
kidney disease,bedridden,87
colitis,dyspnea,87
gastroenteritis,fever,87
pyelonephritis,hypoproteinemia,87
effusion pericardial,overweight,86
herniaÂ hiatal,urinary hesitation,86
pericardial effusion body substance,scleralÂ icterus,86
malignant neoplasm of lung,decreased translucency,86
malignant neoplasm of lung,asthenia,86
carcinoma of lung,asthenia,86
carcinoma of lung,metastatic lesion,86
carcinoma of lung,agitation,86
carcinoma of lung,irritable mood,86
carcinoma of lung,decreased translucency,86
malignant neoplasm of lung,haemoptysis,86
carcinoma of lung,night sweat,86
carcinoma of lung,rale,86
malignant neoplasm of lung,agitation,86
malignant neoplasm of lung,metastatic lesion,86
tonic-clonic epilepsy,cushingoid facies,86
malignant neoplasm of lung,irritable mood,86
carcinoma of lung,cough,86
carcinoma of lung,lesion,86
carcinoma of lung,shortness of breath,86
carcinoma of lung,lung nodule,86
malignant neoplasm of lung,shortness of breath,86
malignant neoplasm of lung,cough,86
hyperbilirubinemia,sore to touch,86
malignant neoplasm of lung,lesion,86
carcinoma of lung,ache,86
carcinoma of lung,gurgle,86
carcinoma of lung,haemoptysis,86
carcinoma of lung,debilitation,86
endocarditis,groggy,86
malignant neoplasm of lung,lung nodule,86
carcinoma prostate,intoxication,86
malignant neoplasm of lung,debilitation,86
malignant neoplasm of lung,gurgle,86
malignant neoplasm of lung,ache,86
malignant neoplasm of lung,rale,86
malignant neoplasm of lung,night sweat,86
manic disorder,hallucinations visual,85
manic disorder,feeling hopeless,85
manic disorder,aura,85
spasm bronchial,distress respiratory,85
chronic alcoholic intoxication,tumor cell invasion,85
manic disorder,feeling suicidal,85
manic disorder,hypersomnia,85
manic disorder,suicidal,85
malignant neoplasm of lung,regurgitates after swallowing,85
manic disorder,hallucinations auditory,85
manic disorder,difficulty,85
manic disorder,decompensation,85
manic disorder,verbally abusive behavior,85
gastroenteritis,bedridden,85
manic disorder,blanch,85
manic disorder,energy increased,85
effusion pericardial,bedridden,85
manic disorder,verbal auditory hallucinations,85
manic disorder,elation,85
personality disorder,irritable mood,84
personality disorder,weepiness,84
personality disorder,hirsutism,84
personality disorder,feeling hopeless,84
personality disorder,transsexual,84
respiratory failure,fatigability,84
personality disorder,sleeplessness,84
personality disorder,hallucinations auditory,84
personality disorder,agitation,84
respiratory failure,has religious belief,84
personality disorder,mood depressed,84
personality disorder,nightmare,84
Alzheimer's disease,formication,84
aphasia,bradycardia,84
personality disorder,pruritus,84
hemorrhoids,decreased body weight,84
personality disorder,homelessness,84
personality disorder,side pain,84
personality disorder,nervousness,84
personality disorder,enuresis,84
personality disorder,extreme exhaustion,84
chronic alcoholic intoxication,cardiovascular finding,84
colitis,jugular venous distention,84
pyelonephritis,cough,84
personality disorder,scratch marks,84
personality disorder,nausea and vomiting,84
primary carcinoma of the liver cells,ambidexterity,83
pericardial effusion body substance,patient non compliance,83
influenza,gurgle,83
emphysema pulmonary,distended abdomen,83
Alzheimer's disease,swelling,83
primary carcinoma of the liver cells,cachexia,82
emphysema pulmonary,pain abdominal,82
primary carcinoma of the liver cells,shortness of breath,82
melanoma,intoxication,82
primary carcinoma of the liver cells,thicken,82
primary carcinoma of the liver cells,splenomegaly,82
primary carcinoma of the liver cells,paresis,82
primary carcinoma of the liver cells,mass of body structure,82
primary carcinoma of the liver cells,indifferent mood,82
primary carcinoma of the liver cells,haemorrhage,82
obesity morbid,estrogen use,82
primary carcinoma of the liver cells,decreased body weight,82
primary carcinoma of the liver cells,"hypothermia, natural",82
primary carcinoma of the liver cells,tumor cell invasion,82
primary carcinoma of the liver cells,room spinning,82
primary carcinoma of the liver cells,cough,82
primary carcinoma of the liver cells,stupor,82
primary carcinoma of the liver cells,pain abdominal,82
primary carcinoma of the liver cells,hepatomegaly,82
primary carcinoma of the liver cells,hematocrit decreased,82
primary carcinoma of the liver cells,bradycardia,81
gastroenteritis,withdraw,81
malignant neoplasm of lung,poor dentition,81
personality disorder,feels hot/feverish,81
manic disorder,dyspnea on exertion,81
gastroenteritis,cushingoidÂ habitus,81
endocarditis,verbal auditory hallucinations,81
emphysema pulmonary,cushingoidÂ habitus,81
malignant tumor of colon,pruritus,80
emphysema pulmonary,scar tissue,80
emphysema pulmonary,dyspnea on exertion,80
hemorrhoids,numbness of hand,80
pneumothorax,headache,80
encephalopathy,photophobia,80
emphysema pulmonary,choke,80
emphysema pulmonary,rale,80
emphysema pulmonary,dyspnea,80
manic disorder,catatonia,80
emphysema pulmonary,arthralgia,80
emphysema pulmonary,painful swallowing,80
emphysema pulmonary,flushing,80
influenza,pruritus,80
hemorrhoids,haemorrhage,80
hemorrhoids,bowel sounds decreased,80
hemorrhoids,guaiac positive,80
hemorrhoids,hunger,80
hemorrhoids,nausea and vomiting,80
hemorrhoids,decreased stool caliber,80
emphysema pulmonary,tenesmus,80
emphysema pulmonary,constipation,80
manic disorder,mental status changes,80
emphysema pulmonary,night sweat,80
effusion pericardial,mass of body structure,80
candidiasis,paresthesia,80
emphysema pulmonary,moan,80
emphysema pulmonary,room spinning,80
aphasia,orthopnea,80
emphysema pulmonary,symptom aggravating factors,80
encephalopathy,swelling,80
hemorrhoids,wheezing,80
hemorrhoids,cough,80
Alzheimer's disease,unresponsiveness,80
emphysema pulmonary,coordination abnormal,80
obesity morbid,pain,80
emphysema pulmonary,clammy skin,80
emphysema pulmonary,cachexia,80
sickle cell anemia,stupor,80
hemorrhoids,burning sensation,80
hemorrhoids,pain,80
hemorrhoids,achalasia,80
hemorrhoids,clonus,80
emphysema pulmonary,myalgia,80
hemorrhoids,dizziness,80
hemorrhoids,diarrhea,80
emphysema pulmonary,has religious belief,80
emphysema pulmonary,behavior showing increased motor activity,80
emphysema pulmonary,hypercapnia,80
lymphoma,rest pain,80
malignantÂ neoplasms,ecchymosis,79
chronic alcoholic intoxication,inappropriate affect,79
neoplasm metastasis,consciousness clear,79
Alzheimer's disease,sedentary,79
melanoma,distress respiratory,79
glaucoma,diarrhea,79
chronic alcoholic intoxication,absences finding,79
carcinoma prostate,macerated skin,79
malignantÂ neoplasms,symptom aggravating factors,79
neutropenia,hypokinesia,79
spasm bronchial,lesion,79
thrombus,pain abdominal,78
diverticulosis,weepiness,78
aphasia,unresponsiveness,78
Alzheimer's disease,hyperventilation,78
carcinoma of lung,asterixis,77
spasm bronchial,dizzy spells,77
hemorrhoids,palpitation,77
malignant neoplasm of lung,hallucinations visual,77
ketoacidosis diabetic,pleuritic pain,77
personality disorder,productive cough,77
spasm bronchial,drowsiness,77
primary carcinoma of the liver cells,seizure,77
hemorrhoids,tremor,77
candidiasis,syncope,76
malignant neoplasm of lung,indifferent mood,76
kidney disease,paralyse,76
spasm bronchial,vomiting,76
spasm bronchial,throat sore,76
spasm bronchial,dyspnea,76
spasm bronchial,chest tightness,76
spasm bronchial,hypoxemia,76
spasm bronchial,tachypnea,76
spasm bronchial,productive cough,76
spasm bronchial,fever,76
spasm bronchial,sensory discomfort,76
spasm bronchial,pain,76
spasm bronchial,no known drug allergies,76
obesity morbid,renal angle tenderness,76
endocarditis,suicidal,76
candidiasis,cachexia,76
hyperbilirubinemia,panic,76
obesity morbid,feels hot/feverish,76
obesity morbid,wheezing,76
obesity morbid,hypoxemia,76
obesity morbid,out of breath,76
aphasia,charleyhorse,76
aphasia,low back pain,76
obesity morbid,cough,76
obesity morbid,unhappy,76
obesity morbid,dyspnea,76
primary carcinoma of the liver cells,pain,76
carcinoma of lung,facial paresis,76
aphasia,egophony,76
aphasia,clonus,76
spasm bronchial,fremitus,76
spasm bronchial,hemiplegia,76
spasm bronchial,rhonchus,76
obesity morbid,"hypothermia, natural",76
obesity morbid,hematocrit decreased,76
obesity morbid,labored breathing,76
obesity morbid,sedentary,76
obesity morbid,angina pectoris,76
aphasia,muscle twitch,76
aphasia,aphagia,76
aphasia,facial paresis,76
spasm bronchial,scar tissue,76
spasm bronchial,shortness of breath,76
malignant neoplasm of lung,pericardial friction rub,76
spasm bronchial,apyrexial,76
aphasia,paralyse,76
aphasia,diarrhea,76
spasm bronchial,wheezing,76
emphysema pulmonary,catatonia,75
pyelonephritis,catatonia,75
encephalopathy,guaiac positive,75
primary carcinoma of the liver cells,nausea,75
effusion pericardial,dyspnea on exertion,75
hemorrhoids,patient non compliance,75
emphysema pulmonary,polydypsia,75
carcinoma colon,decompensation,75
spasm bronchial,shooting pain,75
personality disorder,orthostasis,75
pericardial effusion body substance,cough,74
pyelonephritis,urgency ofÂ micturition,74
pyelonephritis,pain,74
pyelonephritis,fever,74
endocarditis,difficulty passing urine,74
pyelonephritis,diarrhea,74
pyelonephritis,chill,74
pyelonephritis,myalgia,74
pyelonephritis,pain abdominal,74
primary carcinoma of the liver cells,sweating increased,74
emphysema pulmonary,cardiovascular finding,74
primary carcinoma of the liver cells,pericardial friction rub,74
pyelonephritis,nausea,74
pyelonephritis,vomiting,74
pyelonephritis,hematuria,74
carcinoma colon,pleuritic pain,74
endocarditis,wheezing,74
emphysema pulmonary,myoclonus,73
effusion pericardial,difficulty,73
hyperglycemia,mass in breast,73
emphysema pulmonary,sore to touch,73
hemorrhoids,egophony,73
PneumocystisÂ cariniiÂ pneumonia,breech presentation,73
hemorrhoids,seizure,73
neuropathy,tinnitus,73
tricuspid valve insufficiency,orthostasis,73
carcinoma of lung,homelessness,73
aphasia,withdraw,72
neutropenia,night sweat,72
colitis,hyponatremia,72
cholecystitis,guaiac positive,72
malignant neoplasm of lung,dyspnea on exertion,72
obesity morbid,tumor cell invasion,72
hyperbilirubinemia,pruritus,72
tonic-clonic seizures,panic,72
personality disorder,suicidal,72
personality disorder,verbal auditory hallucinations,72
malignant tumor of colon,neologism,72
Alzheimer's disease,night sweat,72
encephalopathy,distress respiratory,71
pericardial effusion body substance,shortness of breath,71
influenza,disequilibrium,71
